FileName,ParagraphIndex,SpanishText,TranslationEnglish Google Translate,
"Scan Jun 5, 2021.pdf",MOSES,"Y si así vais tendiendo vuestras manos, pronto encontraréis el sabor de la fecunda miel que mi Señor otorga a quienes a pesar de sus dolencias y no obstante sus penurias y sufrimientos propios, suelen llevar y entregar de esa palabra y saben cumplir con la encomienda de ese Padre, a semejanza de quienes ayudan físicamente levantando cuerpos y dando el alivio de curación material a otras criaturas fisicas de la Venta del Padre son diversos y otorgados por la gracia de Su Nombre a cada ser que emulándolo sea, sea una de sus criaturas que en verdad lo valore, que lo aprecie, porque son las riquezas verdaderas con las que mi Señor y Padre otorga a la vez las herramientas necesarias para llevar a cabo esas funciones con las que habré de custodiarla o con las que habréis de entregar la ayuda y de esta manera realizarse cuanto ese Padre necesita en este caso de vosotros, el dar amor y piedad al semejante y fortalecer cada vez más con su palabra esos lazos de amor entre los hombres.","And if you thus reach out your hands, you will soon find the taste of the fruitful honey that my Lord grants to those who, in spite of their ailments and notwithstanding their own hardships and sufferings, tend to carry and deliver of that word and know how to fulfill the commission of that Father, like those who help physically by raising bodies and giving the relief of material healing to other physical creatures of the Sale of the Father are diverse and granted by the grace of His Name to every being who emulates Him, be one of His creatures who truly values it, who appreciates it, because they are the true riches with which my Lord and Father grants at the same time the necessary tools to carry out those functions with which I will have to guard it or with which you will have to deliver the help and in this way realize what that Father needs in this case from you, to give love and mercy to the fellow man and to strengthen more and more with His word those bonds of love among men.",
"Scan May 1, 2021 (2) (1).pdf",MOSES,"Me han venido benditos en la hora precisa que tenía en el momento de recapacitar en unas otras acciones, de que hacía recuerdo verdadero de todo cuanto en el tiempo transcurrido me sentía a considerarlas haber logrado un verdadero avance no sólo en los rituales de lo que a través del tiempo son de entenderse que conozco bastante, sino de lo consciente, de lo que me convencían y en verdad se considera haber caminado aceptando tiempo y no directamente el tiempo cronológico nuestro, no por el que lleváis en vuestros reposos materiales, sino el tiempo propio en exclusivamente el horario solar al que acostumbran en cada uno, el que habéis llevado a cabo, el que habéis aprendido a aprovechar en la enseñanza y con la aclaración de que no es número solamente la que se requiere, sino la que ha quedado con lecturas innumerables en el alma, el alma vuestra que ya ha sido objeto en muchas ocasiones de asudmiientos o hasta de rebeldías, como sucede con esos portillos que requieren aún rigor en el paso de enseñanzas para lograr que tomen el camino y es el empleo que en algunos casos se ha requerido al cabrón: paciencia, resentimiento mil y hasta pasciencia causados por las malas interpretaciones a las que soláis ser tan proclives los humanos más cada vez, resumiendo el ciclo de sigo, esténis conciencia de lo ya aprendido, os resitiero que os hagáis esa pregunta en cada paso, en cada etapa por la que vais pasando; como un broche de seguridad para el caminante más y más se tiene peligro, más necesitarias estar seguros de que apoyados con seguridad en todo ello y no obstante lo impredecible de los tiempos, avantes podréis salir en el camino.","They have come to me blessed in the precise hour that I had at the moment of recapacitating in some other actions, that I made true memory of all that in the elapsed time I felt to consider them to have achieved a true advance not only in the rituals of what through the time are to be understood that I know enough, but of the conscious, of what convinced me and in truth it is considered to have walked accepting time and not directly the chronological time of ours, not for the one that you carry in your material rests, but the own time in exclusively the solar timetable to which you are accustomed in each one, the one that you have carried out, the one that you have learned to take advantage of in the teaching and with the clarification that it is not only the number that is required, but the one that has remained with innumerable readings in the soul, your soul that has already been object in many occasions of assaults or even of rebellions, as it happens with those gates that still require rigor in the passage of teachings to achieve that they take the way and it is the use that in some cases has been required to the bastard: patience, resentment and even patience caused by the misinterpretations to which you used to be so prone the humans more and more each time, summing up the cycle of the followings, you are aware of what you have already learned, I would resist you to ask yourself this question in each step, in each stage through which you are passing; as a safety pin for the walker more and more you are in danger, more you need to be sure that supported with security in all this and notwithstanding the unpredictability of the times, you can go ahead on the way.",
"Scan May 1, 2021.pdf",MOSES,"La beatitud del cielo descienda sobre vosotros mis hermanos, sea derramando la ventura misma de cuanto representan los dones del cielo, la paciencia conque deberéis acoger las vicisitudes de este mundo vuestro, la constancia con la que deberéis preservar de vuestras buenas acciones y el legado más importante de ese Padre que ha cuantificado en cada uno de vosotros, con el objetivo de que seáis más y más fieles en ese servicio que no por cotidiano carece de alabanza merecida, que no por lo frecuente lleva esa indiferencia de los cielos sino antes bien, mi Padre lo acoge, lo reconoce y es alentándolo constantemente y muy de acuerdo a como cada uno de vosotros lo practica; porque de cierto y en verdad os digo que tal como antes y siempre se os ha dicho, muchas pueden ser las riquezas y privilegios que mi Padre concede a sus criaturas, pero pocos, muy pocos lamentablemente los que han aprendido a reconocerlo, los que han cuantificado de esos dones que como preseas se van ganando, obteniendo a través de un cúmulo de situaciones, a través de un sinfín de vicisitudes que en ocasiones os hacen dudar hasta de la misericordia de Dios para vosotros, ignorando quizá que nunca las riquezas otorgadas fueron más valiosas como aquellas que ciertamente se han ganado con el esfuerzo propio, constante y duradero como se llevan y deben llevarse cada una de las acciones ejecutadas en pro de una misión tan consabida y sin embargo en muchos de los casos poco comprendida por muchos también que dicen enarbolarla, pero que cuando implica lo que consideran sacrificio, se arredran y no pretenden sacrificar de nada, ni siquiera de un instante de su vida, con tal de no perderse de aquello que consideran placentero y es en todo ello en lo que mi Padre califica la disposición de cada uno, la verdadera voluntad y entrega conque se halla dispuesto ya ese espíritu, para entonces sin reserva alguna dignarse entregar los dones necesarios, las herramientas del trabajo encomendado para desempeñarse con firmeza, con la seguridad que en plenitud se manifiesta, de que está llevando a cabo fielmente cuanto ese Padre y Señor le entrega.","May the beatitude of heaven descend upon you my brothers, be it by pouring out the very fortune of what the gifts of heaven represent, the patience with which you must accept the vicissitudes of this world of yours, the constancy with which you must preserve your good deeds and the most important legacy of that Father who has quantified in each one of you, so that you may be more and more faithful in that service which does not lack deserved praise because it is not a daily occurrence, and which does not often bear the indifference of the heavens, but rather, my Father welcomes it, recognizes it, and is constantly encouraging it and very much in accordance with how each one of you practices it; for truly and truly I tell you that just as I have always told you before, there may be many riches and privileges that my Father grants to his creatures, but few, unfortunately very few who have learned to recognize it, those who have quantified those gifts that as prizes are earned, obtained through an accumulation of situations, through an endless number of vicissitudes that sometimes make you doubt even of the mercy of God for you, ignoring perhaps that never the riches granted were more valuable as those that certainly have been earned with the own, constant and lasting effort as each one of the actions executed in favor of a mission so well known and nevertheless in many of the cases little understood by many who also say to hoist it, but when it implies what they consider a sacrifice, they shrink back and do not intend to sacrifice anything, not even an instant of their lives, so long as they do not miss out on what they consider pleasurable, and it is in all of this that my Father qualifies the disposition of each one, the true will and dedication with which that spirit is already disposed, so that then without any reservation he deigns to give the necessary gifts, the tools of the work entrusted to him to perform with firmness, with the certainty that in fullness is manifested, that he is faithfully carrying out what that Father and Lord gives him.",
"Scan May 22, 2021.pdf",MOSES,"Derramada sea la bendita savia de mi Padre Santo, Bendito y Misericordioso en cada una de las criaturas de este mundo, el cántaro de la misericordia se vierta en la esperanza misma que conlleve para todos sus hijos bienamados de cuanto hoy verdaderamente se es deseando, esa paz que os parece inalcanzable cuando sois vosotros mismos quienes os encargáis de destruirla y de alejarla cada vez más de vuestras vidas, cuando a pesar de los clamores que sufriente en el mundo manifiestan con tanto dolor, tanta zozobra y desconcierto ante una serie de conflictos que no acaban, aun permanecen tantos otros que impávidos o inamovibles ante tal sufrimiento se despojan, se apartan de todo ello y se avocan únicamente a cuanto sean sus intereses personales, a lo que les rodea o les provoca algún interés personal o hasta comunitario, pero no encaminado al buen consejo, no encaminado a promover la paz y el bienestar, la comprensión de unos a otros, sino anteponiendo o pretendiendo implantar lo que a cada uno le parece lo más cuerdo o lo más indicado porque lleva afinidad con lo que a cada uno en su momento le conviene y es así mis hermanos que se sigue tejiendo esa ominosa madeja de la que se os ha hablado en la que termináis por enredaros vosotros mismos y de tal manera, que difícilmente encontráis una salida que airosamente os traiga la paz y en la que no tengáis que lamentar ese otro caudal de pérdidas humanas de las que ahora lloran y se lamentan otros muchos que en belicoso afán encauzaron sus protestas, sus desagrados y en lo que os pareciera tan simplista y que poco a poco se va convirtiendo en ese fuego ardiente que consume y termina por convertiros en cenizas; os conmino una vez más como los hijos que sois y como sois todos de ese Padre, promoved sí la paz con el ejemplo, interesaos en todo aquello que más que obedecer a los intereses lleve la limpidez hacia un camino en donde resplandezca la buena voluntad bien aplicada y nunca, pero jamás distorsionada en aras de intereses tan propios como ajenos.","May the blessed sap of my Holy, Blessed and Merciful Father be poured into each one of the creatures of this world, may the pitcher of mercy be poured into the very hope that brings to all his beloved children what they truly desire today, that peace that seems unattainable to you when it is you yourselves who are in charge of destroying it and of moving it farther and farther away from your lives, when in spite of the clamors that sufferers in the world manifest with so much pain, so much anxiety and bewilderment before a series of conflicts that do not end, there are still so many others who, undaunted or immovable in the face of such suffering, are stripped, are removed from it all and focus only on their personal interests, on what surrounds them or causes them some personal or even community interest, but not aimed at good advice, not aimed at promoting peace and welfare, understanding one another, but putting before or trying to implement what seems to each one the most sane or the most indicated because it has affinity with what suits each one at the time and it is thus my brothers that continues to weave that ominous skein of which you have been spoken in which you end up entangling yourselves and in such a way, that it is difficult for you to find a way out that will bring you peace and in which you will not have to lament that other stream of human losses of which many others are now crying and lamenting, who in bellicose eagerness channeled their protests, their displeasure and in what seems so simplistic to you and which little by little is turning into that burning fire that consumes and ends up turning you into ashes; I urge you once again as the children that you are and as you are all of that Father, promote peace by example, be interested in everything that rather than obeying interests leads to cleanliness towards a path where good will shines well applied and never, but never distorted for the sake of interests as much your own as those of others.",
"Scan May 29, 2021.pdf",MOSES,"Aplicaos entonces en estos momentos más que cruciales para esta humanidad que no funda su esperanza únicamente en lo que deforma, como es el pecado y la rectificación de sus errores más en lo que humanamente pueda lograr como el remedio de todas y cada una de las necesidades ostentosas que a cada paso se hacen más insistentes y más urgentes de ponderles un remedio, mas en vosotros como si sabéis que todo está regido por la voluntad del Padre y su clemencia, implorad porque sea posible en efecto llevarme a cabo cuanto representa ese proyecto que sea bien encamino, que sea con justicia realizado no en el establecido beneficio de unos cuantos sino en el beneficio colectivo, en lo que la humanidad está llamada por el bienestar de cada uno de los pueblos y naciones, pero lamentablemente se olvidan de la causa que a muchos otros más aptos de esta alta institución tan provechosa y destacan lastimosamente su impacto para los más vulnerables que siendo los más débiles no tienen más recurso que implorar al Señor el buen consejo y actuar en el mejor de los casos puesto que se tanta la maldad que hoy os rodea, que actúa en detrimento de esa fe que estructurada ha sido en cada alma que otrora guardara el respeto y la veneración debida hacia ese Padre Celestial y que a pesar y no obstante lo indebido, aun parece querer daros la oportunidad del arrepentimiento.","Apply yourselves then in these more than crucial moments for this humanity that does not base its hope only on what it deforms, as is sin and the rectification of its errors, but more on what it can humanly achieve as the remedy of each and every one of the ostentatious needs that at each step become more insistent and more urgent to ponder them a remedy, but in you, as if you know that everything is governed by the will of the Father and his clemency, implore that it may indeed be possible to carry out what represents this project, that it may be well directed, that it may be justly carried out not for the established benefit of a few but for the collective benefit, in what humanity is called for the welfare of each one of the peoples and nations, but unfortunately they forget the cause that to many others more apt of this high institution so profitable and pitifully emphasize its impact for the most vulnerable that being the weakest have no other resource than to implore to the Lord the good advice and to act in the best of the cases since the evil that today surrounds you is so much, that acts to the detriment of that faith that has been structured in every soul that once kept the respect and veneration due to that Heavenly Father and that despite and notwithstanding the wrongdoing, still seems to want to give you the opportunity of repentance.",
"Scan May 8, 2021.pdf",MOSES,"Sea el loor a la Inmaculada Virgen de los Cielos, sea esa alabanza tantas veces mencionada aunque pocas verdaderamente valorada por cuanto representa para todos vosotros el consuelo, el verdadero ejemplo de la fuerza de fe, de la ternura que no obstante las circunstancias que se vivan, se mantiene tan inalterable como su propia divina estructura espiritual lo exige, lo requiere, que siendo MADRE DEL REDENTOR diréis vosotros que es algo inherente a su condición divina, mas no olvidéis que también tuvo sí, una carne, también sufrió la vicisitud que en la materia es pareciendo insoportable, imposible de llevar, de imaginar siquiera y la llevó con una fe inquebrantable en obediencia, en acto absoluto a ese Padre, mas nunca externó rencor alguno hacia los otros, quizá en el fondo de su infinito amor, la compasión extrema y si a vosotros os mostró esa imagen, acuid en vuestra propia alma lo que significa el verdadero amor en su grandeza.","Let there be praise for the Immaculate Virgin of Heaven, let there be that praise so often mentioned although few truly valued because she represents for all of you the consolation, the true example of the strength of faith, of the tenderness that in spite of the circumstances that are lived, remains as unalterable as her own divine spiritual structure demands it, requires it, that being MOTHER OF THE REDEEMER you will say that it is something inherent to her divine condition, but do not forget that she also had a flesh, she also suffered the vicissitude that in matter seems unbearable, impossible to bear, impossible to even imagine, and she bore it with an unshakable faith in obedience, in absolute act to that Father, but she never expressed any rancor towards others, perhaps in the depths of her infinite love, extreme compassion and if she showed you that image, remember in your own soul what true love means in its greatness.",
"Scan Nov 13, 2021 (1).pdf",MOSES,"Retened en la mente cuanto se os dice, porque día llegará en que no tendréis quizá ni la necesidad de escuchar las lecciones que aprendáis se tornen en la técnica habitual más aprendida y porque recordad, todo tiempo de preparación y de enseñanza tiene un ciclo, el que se va desarrollando y llevando de acuerdo a como lo señalan esos cánones de la enseñanza de mi Padre, de acuerdo a lo que vais necesitando en cada uno de los períodos existenciales del humano, pero que como todo lo que tiene un objetivo llega a un término el curso, en el que se requiere, se espera que el alumno haya asimilado lo suficiente para poner a funcionar sus facultades, para poner en práctica lo aprendido y si vosotros aprendisteis se os congratula porque ello os será invaluable ayuda no sólo en la vida cotidiana vuestra, no sólo en lo que iréis compartiendo a otros sino en lo que representáis el avance de vuestro propio espíritu que en su momento, puede ser apto para recibir y merecer ser promovido hacia otras misiones importantes, no porque la que ahora lleváis lo sea menos, sino porque a más capacidad, a más desarrollo, más dignamente se pueden llevar a cabo grandes cosas de las que el universo siempre está necesitado aquí, allá, en otras partes que a vuestra propia imaginación ahora escapan y es de esta forma o debe ser estimulante para cada uno de vosotros el saber y tener por meta o buen propósito el aprender el curso y en la práctica de lo que ahora lleváis, por simplemente el poder graduaros ante el Padre con lo que recibís y seas mereciendo, pero sin más, mucho más pudiera serlo si vosotros os aplicáis a seguir avanzando y aplicando de cuanto ahora recibís en enseñanza. ","Keep in mind what you are told, because the day will come when perhaps you will not even have the need to listen to the lessons that you learn, because remember, every time of preparation and teaching has a cycle, which is developed and carried out according to the canons of my Father's teaching, according to what you need in each one of the existential periods of the human being, but as everything that has an objective, the course comes to an end, in which it is required, it is expected that the student has assimilated enough to put his faculties to work, to put into practice what he has learned and if you have learned, you are congratulated because this will be an invaluable help not only in your daily life, not only in what you will be sharing, but also in what you will be sharing, not only in what you will be sharing, but also in what you will be sharing, not only in what you will be sharing with others but in what you represent the advancement of your own spirit that in due time, may be able to receive and deserve to be promoted to other important missions, not because the one you now carry is less important, but because the more capacity, the more development, the more worthy you can carry out great things of which the universe is always in need here and there, and it is in this way or should be stimulating for each one of you to know and have as a goal or good purpose to learn the course and in the practice of what you now carry, simply to be able to graduate before the Father with what you receive and are deserving, but without more, much more could be if you apply yourselves to continue advancing and applying what you now receive in teaching.",
"Scan Nov 13, 2021.pdf",MOSES,"La savia bendita emanada de la Fuente Divina y Misericordiosa de Dios nuestro Señor, sea derramada en sus criaturas, sea llegando hasta ellas un alud, un cúmulo de carga positiva que despeje y disuelva por siempre todo ese haz de pasiones encontradas que como un nudo atan su voluntad y no permiten que aflore la bondad, la misericordia, la caridad y la compasión por otros y siendo de esa manera abigarradas las almas, no es posible encontrar hueco alguno por donde penetrase la luz de mi Señor a iluminarles, menos posible es que puedan escuchar de su palabra porque sus oídos han ensordecido para escuchar tan solo la voz ignominiosa de la maldad que les envuelve, de la ambición que es como un fuego constante que quema sus entrañas y les impele a levantar su furia y descargarla contra otros seres inocentes o aún más en aquellos que debatiéndose en el mismo fango que les circunda, sienten que de algún modo pueden ser los competidores de ese poder omnímodo y perverso, de esas ganancias que les enriquecen a costa de la sangre de sus propios hermanos y es entonces que una vez más se hace el llamado a vuestra misericordia mis hermanos, a vuestra buena voluntad y se os insiste en que no únicamente roguéis o supliquéis por vuestras cuitas, no sólo por las penurias diferentes que están afligiendo a vuestros hermanos, rogad a invariablemente por el dolor ajeno y mayormente como suele decir y contemplar, por los que requieren el inmediato auxilio o la solución más pronta en el momento, pero dejad, destinad un lugar preponderante también de rogativa por todos aquellos los más pecadores, sí, los que más están cayendo en esa ofensa a Dios en el pecado, porque como sentís, se encuentran cada vez más hundidos en el fango sin esperanza alguna de salvarse, si reza alguno que les haga tener la capacidad siquiera de poder pensar en ello y vosotros que en vuestra misericordia soléis envolver al más necesitado, al más carente de recurso alguno para poder salir de ese pantano de su propia desesperación, con mayor razón haced de cuenta que desde ese pantano o de un abismo adonde su depauperación les ha llevado, tratan de pediros el auxilio, tratan de hacer escuchar las voces de ese espíritu que sumido en la desesperación y acongojado, suplica como su último recurso, que roguéis para liberar a esa alma para liberarla de la terrible e ignominiosa cárcel adonde su degeneración le ha llevado.","May the blessed sap emanating from the Divine and Merciful Fountain of God our Lord be poured into His creatures, may an avalanche reach them, an accumulation of positive charge that clears and dissolves forever all that bundle of conflicting passions that like a knot bind their will and do not allow goodness, mercy, charity and compassion for others to emerge, charity and compassion for others and being in this way motley souls, it is not possible to find any hole through which the light of my Lord could penetrate to illuminate them, less possible is it that they can listen to his word because their ears have been deafened to hear only the ignominious voice of the evil that envelops them, of the ambition that is like a constant fire that burns their entrails and impels them to raise their fury and unload it against other innocent beings or even more in those who, struggling in the same mire that surrounds them, feel that somehow they can be the competitors of that omnipotent and perverse power, of those profits that enrich them at the cost of the blood of their own brothers and it is then that once again the call is made to your mercy my brothers, to your good will and it is insisted that you do not only beg or plead for your troubles, not only for the different hardships that are afflicting your brothers, pray invariably for the pain of others and mostly, as it is usually said and contemplated, for those who require immediate help or the quickest solution at the moment, but leave, assign a preponderant place also of prayer for all those most sinful, yes, those who are falling more in that offense to God in sin, because as you feel, they are more and more sunk in the mire without any hope of being saved, if anyone prays to make them have the ability to even think about it, and you who in your mercy are used to involve the most needy, the most lacking in any resource to be able to get out of that swamp of their own despair, all the more reason to realize that from that swamp or from an abyss where their impoverishment has led them to, they try to ask you for help, they try to make you hear the voices of that spirit that, immersed in despair and distressed, begs as its last resort, that you pray to liberate that soul to free it from the terrible and ignominious prison where its degeneration has taken it.",
"Scan Nov 20, 2021.pdf",MOSES,"Las amarras que sujetan a la carne son de alguna manera destructibles, temporales o perecederas, pero aquellas que estrujan el alma la sujetan tan fuertemente en ocasiones que es sumamente difícil, casi imposible pudiera considerarse el liberar a esa alma de pasiones, deseos o acontecimientos que son superiores por su fuerza a los que suceden en vuestra vida material cotidiana, suelen traer y revivir en cada uno lo no deseable como ser humano no lo que podría esperar el Padre de sus hijos, sino el desencadenamiento de un torrente de pasiones que tumultuariamente forman una torre o una muralla que le impide hacer llegar pero aunque se desee, ese rayo de luz tan compasivo que le haga aprender a mirar de otra manera los acontecimientos de cada vida, las perspectivas que puedan ofrecerle cada una de las acciones que se emprenden con buena voluntad y discrepando, apartándose totalmente de lo que significa la maldad y sus nefastas consecuencias, pues es de tal complejidad la mente humana, que suele dejar un rastro tan variado a través de los siglos o de los propios lustros de la existencia individual de cada uno en cuanto a que es como un enorme mosaico donde se aprecian las diferentes facetas por las que ha ido acumulando, transitando o redescubriendo en el a veces largo trayecto de la vida, de la vida material de la que por supuesto se habla en este instante pero que es justamente la que viene a conformar ese prospecto que representan en cada espíritu lo que significa para el Padre de cuanto se hace necesario a cada uno, de lo que debe reiniciarse o intentarse en ellos, de lograr esa superación que es esa meta a la que debe llegarse en cada uno aunque para ello ciertamente puedan o deban transcurrir siglos o los lustros necesarios y acordes a ese grado de adelanto en el que como sabéis es inmanente, determinante y absoluto la propia voluntad del individuo; por ello se persiste en la diatriba, por ello se reitera tantas veces el que aquellos que en especial ya han superado o están en esa técnica de hacerlo, ese dominio de la voluntad que eterna se empeña en lograr esa superación espiritual en ese avance, ayuden y coadyuven para que los demás, aquellos otros más o menos alejados o no imbuidos lo suficiente en el conocimiento, puedan adentrarse poco a poco y se adecuen aún cuando sea más lentamente a la armoniosa escala de ese Padre.","The moorings that hold the flesh are somehow destructible, temporary or perishable, but those that squeeze the soul hold it so tightly at times that it is extremely difficult, almost impossible could be considered to free that soul from passions, desires or events that are superior by their force to those that happen in your daily material life, they usually bring and revive in each one what is not desirable as a human being not what the Father could expect from his children, but the unleashing of a torrent of passions that tumultuously form a tower or a wall that prevents him from reaching, even if desired, that ray of light so compassionate that makes him learn to look differently at the events of each life, the perspectives that can offer him each of the actions that are undertaken with good will and dissenting, moving away completely from what evil means and its harmful consequences, because the human mind is of such complexity that it usually leaves such a varied trace through the centuries or the very lustrums of the individual existence of each one that it is like an enormous mosaic where the different facets can be appreciated by those who have been accumulating, transiting or rediscovering in the sometimes long journey of life, of the material life that of course we are talking about at this moment, but which is precisely the one that comes to conform that prospect that represents in each spirit what it means for the Father of what is necessary for each one, of what must be restarted or tried in them, of achieving that overcoming that is the goal that must be reached in each one, although for that certainly centuries or the necessary lustrums may or must pass, according to that degree of advancement in which as you know is immanent, determinant and absolute the individual's own will; that is why the diatribe persists, that is why it is reiterated so many times that those who especially have already overcome or are in that technique of doing so, that dominion of the will that eternally strives to achieve that spiritual improvement in that advance, help and assist so that the others, those others more or less distant or not sufficiently imbued in knowledge, can enter little by little and adapt themselves even if it is more slowly to the harmonious scale of that Father.",
"Scan Nov 20, 2021.pdf",MOSES,"Así entenderéis vosotros aunque de maneras distintas de acuerdo a vuestra capacidad de entendimiento, que no basta para vosotros el saberos o convertiros únicamente en promotores de la oración tal y como suele llevarse esa intención como un simple proyecto, sino como una tendencia que debe crearse cada vez más contundente en sus propósitos, pues a la par que vuestro mundo va cambiando o como soléis decir se va transformando a grados que os parecen imposibles, también se requiere esa transformación en cada uno, en cada ser en el que se lleve a la par de esos conocimientos existentes que si ciertamente son prodigiosos por lo que representan para el ser humano, no deben haceros despegaros de ese proyecto tan maravilloso que como tal no tiene parangón alguno, porque es el proyecto divino de ese Padre de transformar voluntades que reacias se muestran a veces tan inaccesibles, que cual se pretendiera escalar una montaña sin tener el menor dispositivo para ello, resultan en ocasiones cada una de las labores individuales en cada uno de vosotros los seres humanos, pero es menester que así se cumpla porque en uno de los proyectos de ese Padre está el hecho de que cual se aprecia ese avance del material, el que con mayor razón se está necesitando, vanos resultarán esos intentos que implican la propia salvación del ser humano y la proximidad de una hecatombe que a semejanza de lo sabido en tiempos bíblicos, pueda salvar destruyendo este planeta.","In this way you will understand, although in different ways according to your capacity of understanding, that it is not enough for you to know or become only promoters of prayer as this intention is usually taken as a simple project, but as a tendency that must be created more and more forceful in its purposes, because at the same time that your world is changing or as you usually say it is transforming to degrees that seem impossible to you, this transformation is also required in each one of you, in each being in whom it is carried along with this existing knowledge that if it is certainly prodigious for what it represents for the human being, it should not make you detach yourselves from this marvelous project that as such has no parallel whatsoever, because it is the divine project of that Father of transforming wills that are sometimes so inaccessible, that like trying to climb a mountain without having the slightest device to do so, each of the individual labors in each one of you human beings sometimes result, but it is necessary that this be done because in one of the projects of this Father is the fact that if this material advance is appreciated, which is all the more needed, vain will be those attempts that imply the very salvation of the human being and the proximity of a hecatomb that, like what was known in biblical times, can save this planet by destroying it.",
"Scan Nov 20, 2021.pdf",MOSES,"Si bien es cierto que para muchos de vosotros todas estas y otras más consideraciones sólo se enmarcan en un fanatismo o en las mentes que presas de lo mismo exageran y hacen sembrar ese temor o que están ausentes de toda razón o base científica, porque para el ser humano que ha alcanzado límites o niveles increíbles a través de los siglos y las distintas etapas de la existencia humana, se considere que todo es producto de una evolución geológica y una evolución biológica muy acertadamente definida o desglosada en las edades de la Tierra misma, pero olvidan o ni siquiera pueden tomar en cuenta que todo tiene un por qué o un para qué y en ello estribe esa vanidosa o soberbia reflexión conque pretenden resolverlo todo o justificarlo a cada uno de los hechos o fenómenos ocurridos desde siempre sin pensar y menos dilucidar siquiera que en todo ello como en el propio orden universal que hasta hoy tanto os intriga y que pugnáis por alcanzarlo de distintas maneras o propósitos, existe ya un orden desde siempre establecido y ese orden que es menester saberlo y más os vale el reconocerlo mis hermanos, está creado, regido y comandado sólo y únicamente por el SUPREMO HACEDOR. Por ello más os vale ser promotores de un progreso, que no testigos de un desmoronamiento.","While it is true that for many of you all these and other considerations are only framed in a fanaticism or in the minds that prey of the same exaggerate and make sow that fear or that are absent of any reason or scientific basis, because for the human being that has reached limits or incredible levels through the centuries and the different stages of human existence, it is considered that everything is the product of a geological evolution and a biological evolution very accurately defined or broken down in the ages of the Earth itself, but they forget or cannot even take into account that everything has a why or what for, and therein lies that vain or arrogant reflection with which they try to solve everything or justify each one of the facts or phenomena that have always occurred without thinking and even less elucidating that in all this as in the universal order itself that until today intrigues you so much and that you strive to reach it in different ways or purposes, there is already an order that has always been established and that order, which is necessary to know and it is better for you to recognize it my brothers, is created, governed and commanded only and only by the SUPREME DOER. Therefore, it is better for you to be promoters of progress, rather than witnesses of a collapse.",
"Scan Nov 27, 2021.pdf",MOSES,"Se comprende o es fácil entenderlo por las propias palabras de mi hermana y el natural temor que las envuelve, que mi hermana ruega y suplica tan constantemente porque ese rebaño que conformado se ha no se disperse, no se pierda esa simiente que mi Padre ciertamente ha destinado en su bendita caridad que sea otorgada, que derramada sea entre esas criaturas y en verdad os digo que justamente y cada vez más es evidente la necesidad que existe de ella, mas no olvidéis ninguno de vosotros que los planes del Padre han de cumplirse y no es su voluntad que se disperse, que se abandone de esa manera su proyecto pues recordad, es como un plan de emergencia para todos vosotros los humanos, es una tabla de salvación que está tendiendo y es a vosotros mis hermanos benditos a quienes se os da la oportunidad de manejarlo, de extenderlo a través de vuestras manos, de hacerlo llegar hasta confín o tan lejanos como vuestra propia buena voluntad lo desee y ese vuestro esfuerzo personal así lo demuestre, lo externe y manifieste en sus acciones; hay planes de salvación desesperados que suelen aplicarse en ocasiones, pueda bien, tomadlo así, consideradlo como uno de ellos, no sólo como uno más. Unicamente porque éste no puede equipararse con los otros, éste es el proyecto divino del ALTÍSIMO que está siendo dando ya los medios con un propósito: el de salvar a vuestro mundo de ese caos.","It is understood or it is easy to understand by my sister's own words and the natural fear that surrounds them, that my sister prays and begs so constantly that this flock that has been formed is not dispersed, that this seed that my Father has certainly destined in his blessed charity to be granted, that it be poured out among these creatures and truly I tell you that it is rightly and increasingly evident the need that exists for it, but do not forget any of you that the plans of the Father must be fulfilled and it is not his will that it be dispersed, that his project be abandoned in this way, because remember, it is like an emergency plan for all of you humans, it is a salvation plank that he is laying out and it is you my blessed brothers who are given the opportunity to handle it, to extend it through your hands, to make it reach as far or as far away as your own good will desires it and that your personal effort so demonstrates it, spreads it and manifests it in your actions; there are desperate plans of salvation that are often applied on occasion, may well, take it as such, consider it as one of them, not just as one more. Only because this one cannot be equated with the others, this is the divine plan of the Most High which is already being given the means for one purpose: to save your world from that chaos.",
